gene,log2FC,moderated_t,p_value,FDR_per_contrast,significant_per_contrast,FDR_pooled,significant_pooled
OTOP2,-9.514449918699185,-34.60957430296572,3.0490386735332537e-52,4.551459218233115e-48,True,6.24767998624296e-49,True
FAM135B,-4.730148401084012,-34.431146570711626,4.616084399830745e-52,4.551459218233115e-48,True,8.319862664640395e-49,True
ETV4,5.538619999999995,33.08343716818343,1.1255253611340314e-50,7.398453373854367e-47,True,1.6529382081365412e-47,True
KRT80,6.752001192411922,29.97540867329138,2.7751007839296664e-47,1.2409143891097013e-43,True,2.6515252116717864e-44,True
CDH3,6.681275392953929,29.927518792246865,3.146334657986058e-47,1.2409143891097013e-43,True,2.9704395680586467e-44,True
PYY,-9.198280433604337,-29.64851623339451,6.5601083530028685e-47,2.1560889453536094e-43,True,5.911850373028859e-44,True
LGI1,-4.680406829268292,-28.66223124511289,9.227988548981546e-46,2.599656202655944e-42,True,7.0366961912349275e-43,True
VSTM2A,-5.449670623306235,-27.54457855808908,2.0215900774895793e-44,4.983219541011813e-41,True,1.3472283992036436e-41,True
ESM1,5.3091037398374,27.10052020808113,7.086859664118483e-44,1.5528096952935166e-40,True,4.4961305504260176e-41,True
GLP2R,-4.741843143631437,-26.907385700012128,1.2291398515662988e-43,2.4238637872887412e-40,True,7.675252503040453e-41,True
KIAA1199,5.580539891598917,26.39297524302775,5.410532728150088e-43,9.087952024803673e-40,True,2.9188903909742486e-40,True
TMIGD1,-9.468816205962057,-26.3854406697542,5.530193929900815e-43,9.087952024803673e-40,True,2.9632871582219883e-40,True
GUCA2B,-9.345070243902441,-25.9922377600742,1.7437984378504773e-42,2.645208091877801e-39,True,8.280849779358937e-40,True
LHFPL4,-4.1261866666666664,-25.805642019788895,3.0216157647340293e-42,4.256161634325361e-39,True,1.3771621644049854e-39,True
CA7,-8.140118590785914,-25.7302278046412,3.7766682029757784e-42,4.9650597975121566e-39,True,1.7017323589135858e-39,True
BEST4,-7.043140975609754,-25.30274824367951,1.3501549820197485e-41,1.66406601533934e-38,True,5.576702640317403e-39,True
PCSK2,-5.692996151761518,-25.115615831009084,2.3705208953951544e-41,2.749804238658379e-38,True,9.640604568636786e-39,True
ADH1A,-4.26251756097561,-25.047100509052488,2.915390123482981e-41,3.193971846393577e-38,True,1.1736147124502249e-38,True
CDKN2BAS,-7.176289376693767,-24.455004199180866,1.7744612719625409e-40,1.8417040149000686e-37,True,6.367505733561871e-38,True
JUB,3.083784986449862,24.343781776495096,2.5003561847580186e-40,2.4653511981714066e-37,True,8.852153878395085e-38,True
RXRG,-4.168104010840108,-23.999466006474208,7.283161189812392e-40,6.839235174433352e-37,True,2.3966133402360247e-37,True
SLC25A34,-4.7129540921409205,-23.90723819559786,9.717031702987661e-40,8.709993871950758e-37,True,3.132518220218429e-37,True
SCGN,-6.514449810298104,-23.675828494262372,2.0104443095818502e-39,1.7014382963394852e-36,True,6.179700601824769e-37,True
GLTP,-1.5319063414634133,-23.666462018674885,2.070715979317832e-39,1.7014382963394852e-36,True,6.267788550527532e-37,True
FEV,-4.703671598915988,-23.396318753888767,4.8722705006579975e-39,3.8432469709190286e-36,True,1.3999657238557313e-36,True
MUSK,-3.6585701355013547,-23.22779428717028,8.339692389187201e-39,6.325335919798908e-36,True,2.3124858924199363e-36,True
ABCA8,-6.841110189701899,-23.087815298409865,1.306085075533778e-38,9.539258403528185e-36,True,3.571647270004508e-36,True
ENPP6,-3.9033256910569105,-23.045845062493655,1.4946945263132409e-38,1.0526920021034683e-35,True,4.059426531326892e-36,True
KIAA1257,3.611984281842819,22.98107471100099,1.8412348719287567e-38,1.2520397129115547e-35,True,4.88352141416181e-36,True
CLEC3B,-4.393841734417347,-22.792715366098342,3.3846282691884084e-38,2.155811984388516e-35,True,8.614025722142614e-36,True
ASPA,-4.16443430894309,-22.79232138196675,3.3889539308338744e-38,2.155811984388516e-35,True,8.614025722142614e-36,True
GCG,-8.008762330623306,-22.7463001997126,3.934649989438506e-38,2.4247280559914793e-35,True,9.874477302608585e-36,True
PPAP2A,-2.259734092140926,-22.313839345703883,1.6175169469215192e-37,9.665889149482533e-35,True,3.795135028362845e-35,True
SLC30A10,-6.859297127371272,-22.15202030063312,2.7589983494436864e-37,1.6002190426773381e-34,True,6.269329659148484e-35,True
MTHFD1L,2.44710184281843,22.074682787147733,3.5645650507411976e-37,2.008377794303326e-34,True,7.94056929168483e-35,True
FOXQ1,5.786515067750679,21.867607359132354,7.099923156129974e-37,3.889180128857864e-34,True,1.525887008058893e-34,True
PDX1,4.624611273712737,21.694003662609056,1.2695849585754713e-36,6.766544698137377e-34,True,2.621957436324718e-34,True
UGP2,-2.1148915989159995,-21.637274820243057,1.5361953360808536e-36,7.972045270398535e-34,True,3.1398565704267013e-34,True
PLP1,-6.703215501355014,-21.587209052833686,1.818163242096649e-36,9.054642853581367e-34,True,3.631929918167069e-34,True
SPTBN2,3.385481517615176,21.58420742580011,1.8366415524505817e-36,9.054642853581367e-34,True,3.659623660189471e-34,True
PMP2,-4.011850623306233,-21.449745651323344,2.891901751068198e-36,1.3909342080747528e-33,True,5.634874114661238e-34,True
GLS2,3.3584446612466095,21.335887548954577,4.2540174723579394e-36,1.9973624894023467e-33,True,8.20828714423051e-34,True
CA1,-11.269058265582656,-21.205953822074335,6.619612186928793e-36,3.035784937819437e-33,True,1.2558892939526338e-33,True
OTOP3,-4.786774471544716,-21.157568133520872,7.808165034826563e-36,3.4994776019722684e-33,True,1.4778489735605864e-33,True
KIAA1549,2.535769430894307,21.146166052697563,8.118302793647097e-36,3.5323684287259994e-33,True,1.52562531930661e-33,True
NFE2L3,2.8305727371273743,21.141818532492383,8.239804651186409e-36,3.5323684287259994e-33,True,1.5411544057964316e-33,True
PKIB,-5.415530569105694,-20.97783145858223,1.445219774355027e-35,6.063773180910879e-33,True,2.6226935694611227e-33,True
CLDN1,4.960508943089431,20.86649498882811,2.120037240751178e-35,8.709819664086089e-33,True,3.7196334809852084e-33,True
PHOX2B,-4.563643414634147,-20.851776984431,2.2304201455213178e-35,8.976303116261304e-33,True,3.8960625378947704e-33,True
WNT2,5.211649322493224,20.802351316226623,2.645382337356249e-35,1.0433387938533046e-32,True,4.5705751826078415e-33,True
GFRA2,-4.453024390243904,-20.77556290502081,2.9020219946324657e-35,1.1221151712578867e-32,True,4.992233237794644e-33,True
MAMDC2,-6.197160433604336,-20.707875990798225,3.668271123482809e-35,1.3911212799054037e-32,True,6.202741432338607e-33,True
ENC1,2.205236639566401,20.662489274756666,4.293594088380482e-35,1.5975410457143983e-32,True,7.213965796290799e-33,True
SULT1A2,-4.450874308943091,-20.65018201458054,4.481000452455348e-35,1.6363949800448048e-32,True,7.449921590807524e-33,True
RERGL,-5.175695555555555,-20.54818845924429,6.388841040439716e-35,2.2906899148631125e-32,True,1.0382390366209657e-32,True
IL6R,-3.3681654200541997,-20.539812430230032,6.578025569053492e-35,2.3164047182452655e-32,True,1.0667970137591372e-32,True
LRRC8E,2.9633447154471533,20.50732518640196,7.36687746049363e-35,2.5486811144023576e-32,True,1.182637348435196e-32,True
TMEM100,-4.596792032520323,-20.488958174197446,7.854441168464465e-35,2.670509997277918e-32,True,1.2583608129775876e-32,True
TMEFF2,-3.5620854200542014,-20.46048965876288,8.675347961577916e-35,2.899624776310449e-32,True,1.381505611937701e-32,True
OTX1,4.444717994579946,20.453034014942673,8.904299196843738e-35,2.926546336029309e-32,True,1.4147288940251855e-32,True
TFAP4,1.444806883468834,20.394483429536482,1.0927903731359398e-34,3.532758386596841e-32,True,1.7026060461919955e-32,True
SLCO4A1,3.0356333333333367,20.353699711141036,1.2606265263175818e-34,4.0096056611262435e-32,True,1.9412179814192138e-32,True
SLC17A8,-4.3251146883468845,-20.27595678226618,1.656131401428348e-34,5.183954164470956e-32,True,2.5112398596342965e-32,True
LRRC7,-3.0697323577235776,-20.24979942743253,1.815663709736107e-34,5.594513805624379e-32,True,2.7270718719112167e-32,True
ELANE,-3.059546070460705,-20.197792672127058,2.18045623584916e-34,6.615168764760837e-32,True,3.2209685675844585e-32,True
GCNT2,-4.77402764227642,-20.1658012497272,2.440760513905222e-34,7.292696565789542e-32,True,3.57125593717232e-32,True
LRP8,3.3920354471544725,20.151232046486605,2.5694905301881805e-34,7.56273929183745e-32,True,3.738915174422816e-32,True
PLEKHN1,3.6598943089430893,20.094900760213267,3.1351131862998108e-34,9.091828240269452e-32,True,4.4878522766483786e-32,True
CNTFR,-6.501854850948508,-20.07290672610363,3.388697013019938e-34,9.684797840109157e-32,True,4.8160793534145733e-32,True
SPATA12,2.9459081300812997,20.002806766122717,4.343673434305587e-34,1.2236748589215167e-31,True,6.053966222041656e-32,True
SEMA3E,-4.895455338753388,-19.98264668992544,4.665648505241145e-34,1.295867443990921e-31,True,6.46861169684692e-32,True
SCARA5,-5.8296988617886205,-19.887207712207825,6.549445081584045e-34,1.7938202362338523e-31,True,8.893787547088033e-32,True
OSBPL3,1.9687790243902423,19.88147458285112,6.684472185534105e-34,1.8057231712155144e-31,True,9.061630464984558e-32,True
SCN9A,-4.575679891598915,-19.86189925864139,7.167047946913626e-34,1.9086373627118225e-31,True,9.649839904618645e-32,True
SGCG,-3.3846179945799455,-19.85831996021476,7.259016338914133e-34,1.9086373627118225e-31,True,9.740592753658991e-32,True
CTNND2,-3.758564390243903,-19.820326479589113,8.311828747016471e-34,2.1567008275153267e-31,True,1.0986021115889905e-31,True
GTF2IRD1,2.12993842818428,19.80422397344992,8.80333694786112e-34,2.254568891062614e-31,True,1.1558606511807588e-31,True
ETFDH,-1.8810189159891575,-19.76279972658167,1.0206906891516778e-33,2.5805154346244983e-31,True,1.3204707081971395e-31,True
PPAT,1.7847021680216768,19.72621769069247,1.1633305787568015e-33,2.9039087358334335e-31,True,1.4856162353901672e-31,True
NEBL,2.5561676964769617,19.719957634970346,1.1896831291024874e-33,2.9325689132376315e-31,True,1.5119652383067896e-31,True
RSPO2,-4.908452249322492,-19.716080292509584,1.2063066138668342e-33,2.936835361167157e-31,True,1.5306390352975267e-31,True
PLAC9,-4.229616368563686,-19.65589991549756,1.4965510371195278e-33,3.5990227380484253e-31,True,1.866076783769293e-31,True
SST,-6.3474839024390235,-19.65189052676991,1.518225272658276e-33,3.6071569128700245e-31,True,1.8901308794802501e-31,True
CADM3,-6.232506991869922,-19.601470235881283,1.8194341223747226e-33,4.271338201574944e-31,True,2.23702951381093e-31,True
HPSE2,-3.5667695934959354,-19.59747422005226,1.8457430800985868e-33,4.282123945828722e-31,True,2.2623618118104843e-31,True
NRXN1,-5.498863685636857,-19.58125072339468,1.9565584941021914e-33,4.486434128336652e-31,True,2.3907999201275836e-31,True
BMP3,-6.996132682926831,-19.566081086212964,2.0662444017299977e-33,4.683487310587994e-31,True,2.5055266977797515e-31,True
CLDN8,-7.859580867208672,-19.535776105348734,2.304310319289569e-33,5.163749942771626e-31,True,2.7646146075785175e-31,True
CD36,-3.6545438482384816,-19.523520314898995,2.4082805087036002e-33,5.336100183329775e-31,True,2.8806376691135795e-31,True
PKNOX2,-3.218387208672086,-19.475252402198578,2.8659261068733378e-33,6.27956253639358e-31,True,3.369997645514089e-31,True
SIM2,3.8408301897018986,19.430042261214243,3.3739943141829334e-33,7.311556909416202e-31,True,3.9118603083620373e-31,True
CMA1,-4.387805745257453,-19.41390775586074,3.5765554739776774e-33,7.666268907265195e-31,True,4.134623255223407e-31,True
USP2,-5.090191490514904,-19.39426951961812,3.8397429322012986e-33,8.141906518603183e-31,True,4.4195496878852215e-31,True
CADM2,-3.8864791869918696,-19.38583170146769,3.958747583241675e-33,8.30494705760913e-31,True,4.543336010729346e-31,True
BYSL,1.4223055284552828,19.371174665683665,4.174384359412421e-33,8.66514311238031e-31,True,4.770106300271508e-31,True
MMP7,7.323768238482387,19.36460089634947,4.274912043077044e-33,8.781381821820761e-31,True,4.863954442814661e-31,True
SH3TC2,3.3273748509485106,19.361273307029414,4.3267260273747204e-33,8.796189408229844e-31,True,4.915855026861387e-31,True
PRR7,2.691449864498644,19.308276843830868,5.2428361485478926e-33,1.0549870290751474e-30,True,5.897558552119746e-31,True
TEAD4,2.1260752303523,19.288654467610066,5.629696758193317e-33,1.1213901017330526e-30,True,6.29700242188664e-31,True
TP53INP2,-2.931403902439026,-19.219684001631908,7.23299532000677e-33,1.426346677105335e-30,True,7.966742511914123e-31,True
ANO5,-5.105660379403792,-19.186771751915717,8.153407012944981e-33,1.5919325375769804e-30,True,8.906305644002599e-31,True
MYOC,-5.664133766937671,-19.10251634743474,1.108582203341551e-32,2.143258926460332e-30,True,1.1880405818080859e-30,True
TRIB3,3.464823794037941,19.0946956205615,1.1407004656708639e-32,2.1839430274785863e-30,True,1.2208111974299891e-30,True
PRPH,-5.6186094850948525,-19.04755068972858,1.355223452684113e-32,2.5697121622048756e-30,True,1.4406788296469288e-30,True
SLC7A14,-4.352118319783197,-19.0130978447497,1.5373591522248276e-32,2.887306903035581e-30,True,1.6234185114252696e-30,True
KIAA2022,-4.048756585365853,-18.99999470879746,1.612945070808075e-32,3.0006864902203056e-30,True,1.694211866163756e-30,True
PVT1,2.57341696476965,18.994027327984565,1.64860017065391e-32,3.0320963347540825e-30,True,1.729372856263726e-30,True
NAP1L2,-3.9885110027100237,-18.992051500035334,1.6605801427659275e-32,3.0320963347540825e-30,True,1.739638674265642e-30,True
FAM180B,-3.3662764227642263,-18.985126330488136,1.7032670460454147e-32,3.081506986056475e-30,True,1.7820038234773823e-30,True
PHOX2A,-3.3091098102981027,-18.93722751227931,2.0304503770566207e-32,3.6400437668687785e-30,True,2.099385093899586e-30,True
CDKN2B,-3.9321285094850937,-18.881676358196305,2.490250095631511e-32,4.424119989716523e-30,True,2.518964203877058e-30,True
LOC92659,2.8093161517615184,18.795121593085863,3.425242396357834e-32,6.0308732193014725e-30,True,3.41250531407992e-30,True
ASTN1,-3.865792357723578,-18.780433881917762,3.6159620482465463e-32,6.3103337691523796e-30,True,3.587921141450826e-30,True
DHRS11,-3.0210389159891626,-18.7754255812825,3.683415502422186e-32,6.371662605944342e-30,True,3.6468112734592886e-30,True
STIM1,-1.2352324119241214,-18.766385656969266,3.808398662168586e-32,6.53057579286648e-30,True,3.761161239160866e-30,True
CA4,-9.592686504065048,-18.751038791131986,4.030458097119835e-32,6.85177876510372e-30,True,3.970577005391198e-30,True
GRIN2D,4.8086661246612445,18.73347464919733,4.3006831195638863e-32,7.248672745111097e-30,True,4.226287163740947e-30,True
SPPL2A,-1.7889060162601638,-18.633382134317717,6.229493162411729e-32,1.0410644505318585e-29,True,6.017341361168085e-30,True
C2orf40,-5.102051056910568,-18.58561734014976,7.437520341375597e-32,1.2325033708565275e-29,True,7.097775128188331e-30,True
KIAA1737,-1.320561463414636,-18.574618824818558,7.747647698676977e-32,1.2731967718159164e-29,True,7.367139725370251e-30,True
PINK1,-1.5076282384823845,-18.570907017806526,7.855228383340225e-32,1.280207468755944e-29,True,7.451567364981019e-30,True
ANGPTL7,-4.7370940921409215,-18.561434477262072,8.136655482261158e-32,1.315203656640902e-29,True,7.700111293141275e-30,True
MYOT,-4.270943631436314,-18.54032664231438,8.800908264193117e-32,1.409455262261153e-29,True,8.299015802420582e-30,True
CCL23,-4.276376802168023,-18.538445458731843,8.8627004320681e-32,1.409455262261153e-29,True,8.347358611220054e-30,True
NPY2R,-4.068514688346884,-18.466837432820427,1.1570966052521647e-31,1.8254356044458148e-29,True,1.0745010442964598e-29,True
HSP90AB1,1.1210689972899743,18.464493364843545,1.1672529884275318e-31,1.8268435660151528e-29,True,1.0826646899913098e-29,True
CLDN23,-3.3945485636856345,-18.451182646775475,1.2266549759672633e-31,1.9046957579586168e-29,True,1.1298332893624606e-29,True
PIRT,-4.714125691056912,-18.427833493302717,1.3383209847544824e-31,2.0618507671373746e-29,True,1.2269850563580286e-29,True
BAI3,-3.935759728997289,-18.4045264546522,1.4600195892341094e-31,2.2319059147051655e-29,True,1.335471666719975e-29,True
PKHD1L1,-4.102892791327912,-18.394188088373603,1.5175193260412926e-31,2.3019600853487915e-29,True,1.3864671962255607e-29,True
BAALC,-3.339931165311654,-18.390475874255998,1.5387187144259915e-31,2.3163002327084393e-29,True,1.4009936731209968e-29,True
WDR75,1.227211490514902,18.375425769881513,1.6277712331354674e-31,2.43179156950238e-29,True,1.4702593379564362e-29,True
C17orf96,3.34662574525745,18.35149385601189,1.780213221554774e-31,2.6395341901548976e-29,True,1.5988451791866343e-29,True
EPHX4,4.821297669376692,18.32748438617294,1.947633348457756e-31,2.866218629222906e-29,True,1.7432857230936105e-29,True
C2orf88,-4.102948130081301,-18.27940190837974,2.332238174356321e-31,3.39019420423953e-29,True,2.04823716698952e-29,True
DDX31,1.240686937669376,18.27873668259414,2.338064968441055e-31,3.39019420423953e-29,True,2.051083011695237e-29,True
GTPBP4,1.213718753387532,18.274508283934008,2.3754469102014392e-31,3.419256428406743e-29,True,2.0815739421725408e-29,True
ADHFE1,-3.5299373983739826,-18.26350717936736,2.475553884038149e-31,3.5375306226979924e-29,True,2.1550090583947463e-29,True
CITED2,-1.9247763685636858,-18.24842631301711,2.619739761710525e-31,3.7166379928727737e-29,True,2.27802458402074e-29,True
PPM1H,2.237445149051493,18.236299862418075,2.741802857190357e-31,3.862025167413846e-29,True,2.3763490031325036e-29,True
CHST9,-3.145234905149053,-18.23252408705913,2.780968437339047e-31,3.889411176193334e-29,True,2.4076628925189497e-29,True
LOC339524,-2.8334263414634138,-18.213350918305927,2.988732594494591e-31,4.1505497720727707e-29,True,2.5819003232439985e-29,True
SFRP1,-6.2378955555555535,-18.18601709082025,3.3123046767406737e-31,4.545367088303171e-29,True,2.839773081991809e-29,True
NCRNA00092,-2.63148596205962,-18.185469804582535,3.3191321537305105e-31,4.545367088303171e-29,True,2.842553523968082e-29,True
HMP19,-4.930983414634148,-18.180358730329395,3.3835828893490164e-31,4.6016727295146623e-29,True,2.88839243764192e-29,True
BCHE,-5.183944986449864,-18.178129325489934,3.41208973444063e-31,4.608658189258166e-29,True,2.909595315054621e-29,True
ABCG2,-5.673503523035229,-18.160832410307666,3.641653606268379e-31,4.885265926232138e-29,True,3.0887454287861766e-29,True
PRKG2,-4.4484739837398415,-18.12192367189828,4.216651018345645e-31,5.618402573092981e-29,True,3.5536375383515725e-29,True
CBFB,1.3574828726287258,18.043037037626718,5.679412880601811e-31,7.516645772179041e-29,True,4.7112987351803976e-29,True
NOVA1,-4.090851436314363,-17.991630098110726,6.898664734006071e-31,9.069444570306648e-29,True,5.651773843653073e-29,True
TRIP13,2.3622286178861778,17.986276508357196,7.039942716706612e-31,9.185035243047183e-29,True,5.743782070017501e-29,True
DAO,-5.202517289972901,-17.98478786369388,7.079743189366997e-31,9.185035243047183e-29,True,5.770318128361361e-29,True
WDR43,1.369313441734418,17.971585294670643,7.442811392710843e-31,9.592956906160641e-29,True,6.016765695081964e-29,True
RIMS4,-4.160939241192412,-17.931432484336643,8.666619608969542e-31,1.1097775239537622e-28,True,6.963501534647625e-29,True
PUS7,1.8717351219512182,17.90488171359636,9.585479453977007e-31,1.2195203537575908e-28,True,7.670704970920207e-29,True
DDN,4.224298753387533,17.888712924477392,1.0192569681102698e-30,1.2884453468675976e-28,True,8.127509269304588e-29,True
WISP2,-5.632384986449862,-17.849054488858506,1.1851092148012893e-30,1.48855756152111e-28,True,9.370279279222477e-29,True
NKX2-3,-3.1052154471544746,-17.819530871823176,1.3260373410457793e-30,1.6550288838875167e-28,True,1.037081511778052e-28,True
ANLN,2.3579110027100256,17.80395073888691,1.4071030366255574e-30,1.7451617536010057e-28,True,1.0972359804970817e-28,True
SCN11A,-3.61055647696477,-17.77961399446602,1.543853116263468e-30,1.9027989657947244e-28,True,1.1933111845239577e-28,True
ADH1B,-6.680266178861788,-17.76863506238136,1.609858864020327e-30,1.9718271303404254e-28,True,1.240702112266939e-28,True
FAM107A,-3.9234634146341465,-17.76458812505979,1.634900899061286e-30,1.9901386252770718e-28,True,1.258778455331614e-28,True
KLK6,7.127711924119242,17.736275220868276,1.8214430578684924e-30,2.20361086510225e-28,True,1.3929384788929888e-28,True
SOX10,-5.328692628726289,-17.71917664075255,1.9443512868598e-30,2.3379638644436133e-28,True,1.4812183905199768e-28,True
STMN4,-3.574829972899728,-17.699960626344378,2.092495810287554e-30,2.5008495381133676e-28,True,1.5879740453497053e-28,True
SLC17A7,-3.31486758807588,-17.689515529286123,2.1777452774769253e-30,2.5870564380629496e-28,True,1.6432341720745014e-28,True
CHGA,-8.605019241192412,-17.682715842532918,2.2351160874313176e-30,2.63931073318237e-28,True,1.681723398459708e-28,True
RRP9,1.3622984823848263,17.67438452057492,2.3074922489537997e-30,2.708556377938627e-28,True,1.7328917169605315e-28,True
ZNF536,-3.8473211382113837,-17.63960294429982,2.6360924684796614e-30,3.075961152569167e-28,True,1.9574220704148976e-28,True
LYVE1,-5.222028184281841,-17.62120548195223,2.828594917974883e-30,3.281170104850864e-28,True,2.0905768068507e-28,True
GNG7,-3.1737149593495957,-17.617129292149183,2.8731300931465058e-30,3.3133406688215848e-28,True,2.1195414782036326e-28,True
GSG1L,-2.4704613550135495,-17.602931274856257,3.033848708575682e-30,3.478342821692584e-28,True,2.2277438702304246e-28,True
TMEM72,-5.169600054200541,-17.594509117786796,3.1334396164313113e-30,3.5575123092504387e-28,True,2.290270003147177e-28,True
SLC7A5,2.9689087262872675,17.593295689065215,3.148057499409237e-30,3.5575123092504387e-28,True,2.2988356531597615e-28,True
C16orf89,-4.795856422764224,-17.592554389866763,3.1570215726106835e-30,3.5575123092504387e-28,True,2.303260706479463e-28,True
C10orf2,1.5429048238482386,17.574104895344348,3.388607159097261e-30,3.7967802941703397e-28,True,2.4541561839730517e-28,True
GYLTL1B,4.232817615176154,17.552425410318357,3.682737864392357e-30,4.103027722362558e-28,True,2.657469004529313e-28,True
GUCA2A,-7.677413929539296,-17.527433126302174,4.0539270354786996e-30,4.491204558406739e-28,True,2.896329996591016e-28,True
GRAMD3,-1.6595047154471558,-17.518166027360476,4.200961701160735e-30,4.628098589211715e-28,True,2.990602035447495e-28,True
LIFR,-3.888322005420058,-17.504310936321936,4.43088555162884e-30,4.854281282117818e-28,True,3.1458097384635052e-28,True
BCAR3,-1.571126991869919,-17.495422044341794,4.585037651739294e-30,4.995411187419828e-28,True,3.24653416012083e-28,True
UNC5C,-3.5477530623306226,-17.492139297955568,4.6433252199359126e-30,5.031119414128362e-28,True,3.2848729994807993e-28,True
SCG3,-4.327363035230352,-17.45128825689985,5.434369325412217e-30,5.85605262825841e-28,True,3.803770741239986e-28,True
KAT2A,1.4154338753387563,17.443173485089435,5.607008696672295e-30,6.009250624911828e-28,True,3.9108022663227766e-28,True
ZMYND19,1.2829876422764235,17.43109079813774,5.874368994944807e-30,6.261759815151978e-28,True,4.079342896454492e-28,True
PI16,-5.8505122493224935,-17.42371175253997,6.043935604253153e-30,6.40787151160603e-28,True,4.175159139021708e-28,True
C2CD4A,4.646412737127374,17.406386173362314,6.461729246174111e-30,6.814187205056336e-28,True,4.444414363734534e-28,True
MAB21L1,-3.332862818428183,-17.384437715802417,7.033098784179857e-30,7.377271703405679e-28,True,4.808214361901718e-28,True
CALCOCO2,-0.927717344173443,-17.31872581989196,9.067205167693202e-30,9.460597137931743e-28,False,6.073189515360994e-28,False
FBLIM1,-1.4086457452574521,-17.300749634417755,9.720652593827378e-30,1.0089014165803995e-27,True,6.4780389353015665e-28,True
PACSIN2,-1.2316693766937643,-17.23454505062182,1.2564693503202355e-29,1.2909548590230744e-27,True,8.251511960020356e-28,True
MAL,-3.968692086720867,-17.234453984677746,1.2569134530042104e-29,1.2909548590230744e-27,True,8.251511960020356e-28,True
C1orf135,2.172616043360434,17.208166609326753,1.3919607652614428e-29,1.422252139427754e-27,True,9.085436751299874e-28,True
XPO5,1.1822377235772343,17.185198468196642,1.5218894417931687e-29,1.546992772791819e-27,True,9.860451004245542e-28,True
C10orf54,-1.957374417344175,-17.168497198680754,1.623987435001593e-29,1.642309344524688e-27,True,1.047914560987521e-27,True
SMPDL3A,-2.7763930623306283,-17.165108267049323,1.6455331131744438e-29,1.655607805704083e-27,True,1.0600922665084165e-27,True
TAF1D,1.3692943631436307,17.14840357726489,1.7560233492907315e-29,1.7578061141123463e-27,True,1.1260723761374498e-27,True
AMPD1,-4.813413766937668,-17.144998021099212,1.779451129349058e-29,1.7722614278163343e-27,True,1.1380450996927233e-27,True
ABCC13,-4.324625311653117,-17.140265217170075,1.8125337251528307e-29,1.796138947739388e-27,True,1.157336348949437e-27,True
NOP2,1.46262422764228,17.117926157194486,1.9772570944708332e-29,1.9495754951482416e-27,True,1.2574530603040494e-27,True
SLC6A15,-2.9537163143631435,-17.064674943042714,2.433464371717035e-29,2.387458577624872e-27,True,1.5231527903287114e-27,True
CA2,-5.821893333333334,-17.054945307814233,2.527641036910993e-29,2.467578279598256e-27,True,1.5796063419321462e-27,True
LYAR,1.5835264498644976,17.034964448323333,2.73272839923709e-29,2.6546504449731734e-27,True,1.6970735549968535e-27,True
CCDC86,1.376925691056913,17.018703930825325,2.911958431766849e-29,2.806060968830359e-27,True,1.798519871283787e-27,True
BEX1,-3.802640108401083,-17.018256773354718,2.9170512099909916e-29,2.806060968830359e-27,True,1.8002632619231562e-27,True
ZG16,-9.605261734417343,-17.007717394466287,3.039722021779432e-29,2.9098698189073007e-27,True,1.8701482949200625e-27,True
TTC26,2.227483902439026,16.99424787852104,3.204101242094736e-29,3.0524094924689948e-27,True,1.968226529071115e-27,True
FAM5C,-6.092565257452573,-16.976131828491877,3.4394140518116014e-29,3.260829091429076e-27,True,2.1046241663955806e-27,True
PAICS,1.4459430352303553,16.97412618875249,3.466514687161244e-29,3.2707975899913746e-27,True,2.1195719410226314e-27,True
SLITRK3,-4.217344444444445,-16.94801471270021,3.8396319094315334e-29,3.6055972025709446e-27,True,2.327967652488978e-27,True
HMGCLL1,-2.5908878048780495,-16.939505818495334,3.969767550438722e-29,3.710133464201497e-27,True,2.401361142791704e-27,True
MDFI,3.3039933875338736,16.911702113017743,4.4268307517543997e-29,4.1177878502168284e-27,True,2.655562677285408e-27,True
METTL7A,-2.6188715447154447,-16.906047729270885,4.526088823171757e-29,4.190350779011599e-27,True,2.711004139220642e-27,True
RUVBL1,1.36308,16.90184663075505,4.601285992834023e-29,4.240063541060137e-27,True,2.7518882682934345e-27,True
FIGF,-4.501928184281843,-16.890745791854382,4.80610290140038e-29,4.408202289098395e-27,True,2.859288705871386e-27,True
ALPI,-6.0810274796748,-16.881536487159803,4.9829806138079654e-29,4.549276745569124e-27,True,2.9534401688895883e-27,True
SLC4A10,-4.61181241192412,-16.878695884136597,5.0388519308009115e-29,4.579085717760091e-27,True,2.9820978620913096e-27,True
GRIN2A,-3.2731468834688355,-16.867047711289167,5.27464166737527e-29,4.771373104616529e-27,True,3.116990929877261e-27,True
GFRA3,-4.471744119241192,-16.852329938192735,5.588547740974741e-29,5.017540821659226e-27,True,3.290231551969271e-27,True
TEX10,1.2151710027100258,16.851915156185942,5.597662174264857e-29,5.017540821659226e-27,True,3.2931528269132066e-27,True
MET,1.9294176693766953,16.849691652661317,5.646777633167435e-29,5.038663118826327e-27,True,3.3195852736894755e-27,True
KHDRBS2,-2.53176997289973,-16.846706457514404,5.71340224002083e-29,5.075148296090575e-27,True,3.353779801943833e-27,True
S100A2,3.565974959349593,16.8450006449001,5.751828397582157e-29,5.0863702242296026e-27,True,3.3713451533027e-27,True
CMTM5,-3.556439512195121,-16.83011399650661,6.09843053111184e-29,5.368796878282387e-27,True,3.5561024620536275e-27,True
AADACL2,-2.738890894308944,-16.827111797788522,6.170842186285763e-29,5.408400351713567e-27,True,3.5956830914122424e-27,True
