"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-3.10800878927708,1.51412105263158,-17.6003348795912,1.9803179884341e-38,2.11749626575792e-36,76.8498009457555,"PHOX2A"
-2.83121654581411,8.99858881578947,-17.5972461952205,2.01606033388095e-38,2.14454500800911e-36,76.8319856894286,"SMPDL3A"
1.44458529993408,13.6121664473684,17.5907081674781,2.09386851429612e-38,2.21583095868554e-36,76.7942712777391,"HSPD1"
4.31142992748846,7.89510526315789,17.5607777847805,2.49037160893922e-38,2.62191431443704e-36,76.6215555439374,"GYLTL1B"
1.79037712590639,9.71650986842105,17.554309821092,2.58550614327405e-38,2.70818577150083e-36,76.5842180005939,"PAQR4"
-6.61196895187871,5.89143486842105,-17.5248600625154,3.06693143368379e-38,3.19614732657503e-36,76.4141525662174,"SCARA5"
-2.19530358163041,9.49210921052632,-17.5222400463604,3.11389322820017e-38,3.22869838257321e-36,76.3990177368341,"PPAP2A"
4.77569683586025,5.86278618421053,17.5103468408333,3.33630867899613e-38,3.44193051154727e-36,76.3303052888738,"INHBA"
4.0032069215557,4.68493355263158,17.4975964816967,3.59249336400755e-38,3.68769443815375e-36,76.2566225616083,"DDN"
1.15743876071193,10.7321934210526,17.4894988389216,3.76535126616702e-38,3.84590355693577e-36,76.2098175744648,"NOB1"
1.49140287848824,9.16718486842105,17.468897004368,4.24370919930648e-38,4.31303712186941e-36,76.0907033890174,"C20orf20"
-6.05559784662711,5.68175657894737,-17.438210157655,5.07166437018058e-38,5.12912657733041e-36,75.9131899729445,"MT1M"
-3.59787523621182,3.264275,-17.4363734146476,5.12607562385224e-38,5.15874179204345e-36,75.9025615843587,"ADHFE1"
3.39437719182597,4.82452763157895,17.4326319147193,5.238731579273e-38,5.24639801573047e-36,75.8809100451544,"PLEKHN1"
1.47857723577236,8.68410657894737,17.4304549836769,5.30541839075241e-38,5.28739027000714e-36,75.8683117096508,"RIPK2"
1.41976231597451,9.60320986842105,17.4109666673662,5.94167514710547e-38,5.89287878116306e-36,75.7555047336504,"BRIX1"
1.05249022192925,9.14504605263158,17.381734218673,7.04251726479724e-38,6.9510999733792e-36,75.586212922866,"NAA25"
-3.77202869698967,2.38077763157895,-17.3624916608961,7.87667720543141e-38,7.73723363767975e-36,75.4747215755393,"BEX1"
-1.15449455064821,11.3051322368421,-17.3365208125759,9.16190309284668e-38,8.94089519464424e-36,75.3241795727109,"ATP6V0D1"
-2.77285741595254,10.2079282894737,-17.3360110368491,9.18913242118818e-38,8.94089519464424e-36,75.321223850043,"TP53INP2"
-1.81790290046144,11.1302256578947,-17.3067527906587,1.0895989261501e-37,1.05516348838969e-35,75.1515325392423,"FUCA1"
1.51344456163481,7.779825,17.2902998242777,1.19920539321399e-37,1.15585383674569e-35,75.0560662793418,"PDCD2L"
-3.23696864425401,1.98159276315789,-17.2878621894311,1.21635977903316e-37,1.16690963848368e-35,75.0419195985959,"MAB21L1"
-4.03944739617666,2.61457697368421,-17.2588866782241,1.44014880949806e-37,1.37517465390675e-35,74.8737102293371,"KIAA2022"
-1.51580336189848,10.9875085526316,-17.2226478157549,1.77908234515529e-37,1.6909518771314e-35,74.6632018074663,"ZBTB7B"
1.36081461217315,8.81057960526316,17.2214378119545,1.79168620243983e-37,1.69508376664008e-35,74.6561704416429,"CD3EAP"
-4.52133796967699,5.11238223684211,-17.2173891028876,1.83451412152645e-37,1.72225877276114e-35,74.6326420796757,"SCN9A"
-4.20540186772138,2.95787434210526,-17.2171394953741,1.83718787742177e-37,1.72225877276114e-35,74.6311914689353,"SH2D7"
-1.86231193144364,0.707936842105263,-17.2111492824137,1.90254017587875e-37,1.76766104071905e-35,74.5963768391376,"MGAT4C"
